,brand,name,rating,released,os
455,kyocera,Kyocera Hydro Elite,64.33,Aug-2013,Android
456,kyocera,Kyocera Hydro Edge,60.67,Jul-2013,Android
457,kyocera,Kyocera Hydro XTRM,60.0,May-2013,Android
458,kyocera,Kyocera Kona,56.67,Apr-2013,Proprietary
459,kyocera,Kyocera Torque,76.38,Mar-2013,Android
460,kyocera,Kyocera DuraPro,60.0,Feb-2013,Proprietary
461,kyocera,Kyocera Event,53.33,Feb-2013,Android
462,kyocera,Kyocera Rise,54.17,Aug-2012,Android
463,kyocera,Kyocera Hydro,63.33,Jul-2012,Android
464,kyocera,Kyocera DuraXT,66.67,Jun-2012,Proprietary
465,kyocera,Kyocera DuraPlus,50.0,Mar-2012,Proprietary
466,kyocera,Kyocera DuraCore,60.0,Nov-2011,Proprietary
467,kyocera,Kyocera DuraMax,56.67,Oct-2011,Proprietary
468,kyocera,Kyocera Brio,55.0,Sep-2011,Proprietary
469,kyocera,Kyocera Milano,50.0,Sep-2011,Android
470,kyocera,Kyocera Echo,63.57,Apr-2011,Android
471,kyocera,Kyocera Torino,60.0,Mar-2011,Proprietary
472,kyocera,Kyocera Domino,45.0,Feb-2011,Proprietary
473,kyocera,Kyocera Sanyo Taho,71.67,Dec-2010,Proprietary
474,kyocera,Kyocera Rio,55.0,Nov-2010,Proprietary
475,kyocera,Kyocera Sanyo Vero,67.5,Oct-2010,Proprietary
476,kyocera,Kyocera Sanyo Zio,56.67,Oct-2010,Android
477,kyocera,Kyocera Sanyo Innuendo,65.0,Sep-2010,Proprietary
478,kyocera,Kyocera Loft S2300,55.0,May-2010,Proprietary
479,kyocera,Kyocera Laylo M1400,65.0,Mar-2010,Proprietary
480,lava,Lava Pixel V2,60.0,Sep-2015,Android
481,lava,Lava Iris X8,69.5,Feb-2015,Android
482,lava,Lava Iris X1 Grand,70.0,Feb-2015,Android
483,lava,Lava Iris Win1,80.0,Dec-2014,Windows
484,lava,Lava Iris Fuel 60,70.0,Dec-2014,Android
485,lava,Lava Iris X5,62.0,Sep-2014,Android
486,lava,Lava Iris Pro 30 plus,75.0,Aug-2014,Android
487,lava,Lava Iris X1,60.0,May-2014,Android
488,lava,Lava Iris 504Q plus,75.0,Apr-2014,Android
489,lava,Lava Iris Pro 20,65.0,Apr-2014,Android
490,lava,Lava Iris 406Q,60.0,Apr-2014,Android
491,lava,Lava Iris Pro 30,55.0,Jan-2014,Android
492,lava,Lava 3G 402 plus,70.0,Dec-2013,Android
493,lava,Lava Iris 504Q,70.0,Jun-2013,Android
494,lava,Lava iris 455,55.0,May-2013,Android
495,lava,Lava XOLO X900,68.5,Apr-2012,Android
496,lava,Lava S12,70.0,Oct-2011,Android
497,lava,Lava B8,55.0,Mar-2011,Proprietary
498,lava,Lava A9 Dual SIM,60.0,Apr-2010,Proprietary
499,lenovo,Lenovo P2,90.38,Nov-2016,Android
500,lenovo,Lenovo Vibe K5 Plus,67.5,Apr-2016,Android
501,lenovo,Lenovo Vibe K4 Note,74.0,Jan-2016,Android
502,lenovo,Lenovo Vibe S1,77.5,Nov-2015,Android
503,lenovo,Lenovo Vibe P1,80.0,Oct-2015,Android
504,lenovo,Lenovo ZUK Z1,78.71,Sep-2015,Android
505,lenovo,Lenovo Phab Plus,65.0,Sep-2015,Android
506,lenovo,Lenovo A7000,70.0,Apr-2015,Android
507,lenovo,Lenovo A6000 Plus,70.0,Apr-2015,Android
508,lenovo,Lenovo K3 Note,80.0,Mar-2015,Android
509,lenovo,Lenovo A6000,76.0,Jan-2015,Android
510,lenovo,Lenovo Vibe X2,73.0,Oct-2014,Android
511,lenovo,Lenovo Vibe Z2 Pro,73.33,Sep-2014,Android
512,lenovo,Lenovo S660,70.0,Jun-2014,Android
513,lenovo,Lenovo S860,65.0,May-2014,Android
514,lenovo,Lenovo Vibe X S960,60.0,Dec-2013,Android
515,lenovo,Lenovo Vibe Z,60.0,Nov-2013,Android
516,lenovo,Lenovo K900,75.0,Apr-2013,Android
517,lenovo,Lenovo S890,65.0,Jan-2013,Android
518,lenovo,Lenovo P770,60.0,Jan-2013,Android
519,lenovo,Lenovo P700i,70.0,Nov-2012,Android
520,lenovo,Lenovo S880,65.0,Sep-2012,Android
521,lg,LG V40 ThinQ,81.55,Oct-2018,Android
522,lg,LG G7 ThinQ,79.9,May-2018,Android
523,lg,LG V30,83.61,Sep-2017,Android
524,lg,LG Q6,71.67,Aug-2017,Android
525,lg,LG G6,85.67,Apr-2017,Android
526,lg,LG V20,81.28,Oct-2016,Android
527,lg,LG X Power,60.0,Sep-2016,Android
528,lg,LG Stylus 2,66.8,Jun-2016,Android
529,lg,LG G5,82.43,Apr-2016,Android
530,lg,LG K8,62.0,Apr-2016,Android
531,lg,LG X Screen,67.0,Mar-2016,Android
532,lg,LG K10,65.75,Feb-2016,Android
533,lg,LG K7,71.0,Feb-2016,Android
534,lg,LG V10,81.4,Oct-2015,Android
535,lg,LG Nexus 5X,80.31,Oct-2015,Android
536,lg,LG G4 Beat,64.0,Aug-2015,Android
537,lg,LG Tribute 2,50.0,Jul-2015,Android
538,lg,LG Volt 2,60.0,Jul-2015,Android
539,lg,LG G4C,65.82,Jun-2015,Android
540,lg,LG G4 Stylus,66.0,May-2015,Android
541,lg,LG G Stylo,66.4,May-2015,Android
542,lg,LG Lancet,65.33,May-2015,Windows
543,lg,LG Escape 2,71.0,May-2015,Android
544,lg,LG G4,86.52,Apr-2015,Android
545,lg,LG Leon,65.0,Apr-2015,Android
546,lg,LG Magna,82.0,Apr-2015,Android
547,lg,LG Spirit,67.5,Mar-2015,Android
548,lg,LG G Flex2,78.2,Feb-2015,Android
549,lg,LG F60,70.0,Oct-2014,Android
550,lg,LG G3 Stylus,66.67,Oct-2014,Android
551,lg,LG Tribute,75.0,Oct-2014,Android
552,lg,LG L Bello,80.0,Sep-2014,Android
553,lg,LG Unify,50.0,Sep-2014,Android
554,lg,LG G Vista,68.5,Aug-2014,Android
555,lg,LG G3 S Beat Vigor,69.64,Aug-2014,Android
556,lg,LG Realm,60.0,Aug-2014,Android
557,lg,LG G3,89.84,Jun-2014,Android
558,lg,LG Volt,73.0,May-2014,Android
559,lg,LG G Pro 2,80.3,Apr-2014,Android
560,lg,LG G2 Mini,63.33,Apr-2014,Android
561,lg,LG L40,80.0,Apr-2014,Android
562,lg,LG L70,60.0,Apr-2014,Android
563,lg,LG L90,60.0,Apr-2014,Android
564,lg,LG L90 Dual,66.25,Apr-2014,Android
565,lg,LG Lucid 3,66.0,Apr-2014,Android
566,lg,LG Wine III,60.0,Apr-2014,Android
567,lg,LG Xpression 2,60.0,Apr-2014,Android
568,lg,LG Optimus L2 II,60.0,Mar-2014,Android
569,lg,LG Optimus F3Q,65.0,Feb-2014,Android
570,lg,LG G Flex,71.71,Nov-2013,Android
571,lg,LG G Pro Lite,60.0,Nov-2013,Android
572,lg,LG Nexus 5,87.19,Nov-2013,Android
573,lg,LG Optimus L9 II,80.0,Oct-2013,Android
574,lg,LG G2,86.16,Sep-2013,Android
575,lg,LG Optimus F6,65.0,Sep-2013,Android
576,lg,LG Enact,66.67,Aug-2013,Android
577,lg,LG Exalt,55.0,Aug-2013,Proprietary
578,lg,LG Optimus L4 II E440,60.0,Jul-2013,Android
579,lg,LG Optimus F3,65.83,Jun-2013,Android
580,lg,LG Optimus F7,74.17,Jun-2013,Android
581,lg,LG Optimus GJ,80.0,Jun-2013,Android
582,lg,LG Envoy II,50.0,May-2013,Proprietary
583,lg,LG Optimus F5,60.0,May-2013,Android
584,lg,LG Cosmos 3,45.0,Apr-2013,Proprietary
585,lg,LG Lucid 2,71.88,Apr-2013,Android
586,lg,LG Optimus G Pro,78.68,Apr-2013,Android
587,lg,LG Optimus L1 II Dual,55.0,Apr-2013,Android
588,lg,LG Optimus L3 II E430,50.0,Apr-2013,Android
589,lg,LG Optimus L5 II E460,72.14,Apr-2013,Android
590,lg,LG Revere 2,65.0,Apr-2013,Proprietary
591,lg,LG Optimus L7 II DUAL,70.0,Mar-2013,Android
592,lg,LG Optimus L7 II P710,72.5,Mar-2013,Android
593,lg,LG MS870 Spirit,75.0,Jan-2013,Android
594,lg,LG Mach,70.0,Dec-2012,Android
595,lg,LG Nexus 4,83.38,Nov-2012,Android
596,lg,LG Optimus G E970,80.33,Nov-2012,Android
597,lg,LG Optimus G E975,76.33,Nov-2012,Android
598,lg,LG Optimus G LS970,40.0,Nov-2012,Android
599,lg,LG Optimus L9 P760,67.14,Nov-2012,Android
600,lg,LG Optimus L9 P765,52.5,Nov-2012,Android
601,lg,LG Optimus Vu P895,40.0,Nov-2012,Android
602,lg,LG Spectrum 2,70.83,Oct-2012,Android
603,lg,LG Venice,50.0,Oct-2012,Android
604,lg,LG Escape,73.0,Sep-2012,Android
605,lg,LG Intuition,57.25,Sep-2012,Android
606,lg,LG Splendor,65.0,Sep-2012,Android
607,lg,LG Motion,66.67,Aug-2012,Android
608,lg,LG Optimus 4X HD,77.36,Jun-2012,Android
609,lg,LG Optimus L5 E610,55.0,Jun-2012,Android
610,lg,LG Optimus 3D Max,63.17,May-2012,Android
611,lg,LG Optimus Elite,70.0,May-2012,Android
612,lg,LG Optimus L7 P700,58.0,May-2012,Android
613,lg,LG Lucid,67.86,Apr-2012,Android
614,lg,LG Optimus M plus,65.0,Apr-2012,Android
615,lg,LG Viper,70.33,Apr-2012,Android
616,lg,LG Optimus Vu F100S,56.67,Mar-2012,Android
617,lg,LG Rumor Reflex,70.0,Mar-2012,Proprietary
618,lg,LG Connect,63.33,Feb-2012,Android
619,lg,LG Optimus L3 E400,53.13,Feb-2012,Android
620,lg,LG Prada 3.0,73.64,Jan-2012,Android
621,lg,LG Spectrum,66.18,Jan-2012,Android
622,lg,LG T565,70.0,Jan-2012,Android
623,lg,LG Nitro HD,72.4,Dec-2011,Android
624,lg,LG Extravert,60.0,Nov-2011,Proprietary
625,lg,LG Doubleplay,49.86,Oct-2011,Android
626,lg,LG Esteem,75.0,Oct-2011,Android
627,lg,LG Marquee,68.0,Oct-2011,Android
628,lg,LG Optimus Hub,65.0,Oct-2011,Android
629,lg,LG Optimus Slider,65.0,Oct-2011,Android
630,lg,LG Enlighten,67.5,Sep-2011,Android
631,lg,LG Optimus Pro,65.0,Sep-2011,Android
632,lg,LG Optimus Sol,65.0,Sep-2011,Android
633,lg,LG Thrill,80.0,Aug-2011,Android
634,lg,LG Attune,40.0,Jul-2011,Proprietary
635,lg,LG Cosmos 2,63.33,Jul-2011,Proprietary
636,lg,LG Envoy,50.0,Jul-2011,Proprietary
637,lg,LG Optimus 3D,70.0,Jul-2011,Android
638,lg,LG Optimus 3D P920,80.0,Jul-2011,Android
639,lg,LG Optimus Net,60.0,Jul-2011,Android
640,lg,LG Optimus Spirit P690,65.0,Jul-2011,Android
641,lg,LG Revere,70.0,Jul-2011,Proprietary
642,lg,LG Genesis,74.67,Jun-2011,Android
643,lg,LG Optimus Black,71.67,May-2011,Android
644,lg,LG Revolution,66.43,May-2011,Android
645,lg,LG Phoenix,68.33,Apr-2011,Android
646,lg,LG Saber,60.0,Apr-2011,Proprietary
647,lg,LG Thrive,70.0,Apr-2011,Android
648,lg,LG Optimus 2X,78.5,Feb-2011,Android
649,lg,LG Optimus Me P350,58.75,Feb-2011,Android
650,lg,LG Optimus V,70.0,Jan-2011,Android
651,lg,LG Cosmos Touch,57.5,Dec-2010,Proprietary
652,lg,LG Optimus S,71.0,Dec-2010,Android
653,lg,LG Select,60.0,Dec-2010,Proprietary
654,lg,LG Vortex,69.75,Dec-2010,Android
655,lg,LG Apex,60.0,Nov-2010,Android
656,lg,LG Optimus 7,77.86,Nov-2010,Windows
657,lg,LG Optimus Chic,70.0,Nov-2010,Android
658,lg,LG Optimus M,75.0,Nov-2010,Android
659,lg,LG Banter Touch,70.0,Oct-2010,Android
660,lg,LG Cookie Style,60.0,Oct-2010,Proprietary
661,lg,LG Encore,60.0,Oct-2010,Proprietary
662,lg,LG Octane,58.75,Oct-2010,Proprietary
663,lg,LG Optimus 7Q,60.0,Oct-2010,Windows
664,lg,LG Optimus One,74.0,Oct-2010,Android
665,lg,LG Optimus T,77.4,Oct-2010,Android
666,lg,LG Prime GS390,70.0,Oct-2010,Proprietary
667,lg,LG Quantum,71.25,Oct-2010,Windows
668,lg,LG Town C300,40.0,Oct-2010,Proprietary
669,lg,LG Cookie 3G,65.0,Sep-2010,Proprietary
670,lg,LG Cookie Lite,47.5,Sep-2010,Proprietary
671,lg,LG Neon II,58.33,Sep-2010,Proprietary
672,lg,LG Clout,80.0,Aug-2010,Proprietary
673,lg,LG Town GT350,62.5,Aug-2010,Proprietary
674,lg,LG Cosmos,70.0,Jul-2010,Proprietary
675,lg,LG dLite,76.67,Jul-2010,Proprietary
676,lg,LG GS170,56.67,Jul-2010,Proprietary
677,lg,LG Fathom,57.5,Jun-2010,Windows
678,lg,LG GT540 Optimus,60.0,Jun-2010,Android
679,lg,LG Optimus GT540,70.0,Jun-2010,Android
680,lg,LG Sentio GS505,60.0,Jun-2010,Proprietary
681,lg,LG Viewty Snap GM360,50.0,Jun-2010,Proprietary
682,lg,LG Vu Plus,62.5,Jun-2010,Proprietary
683,lg,LG Ally,74.8,May-2010,Android
684,lg,LG Cookie Gig KM570,65.0,May-2010,Proprietary
685,lg,LG Cookie Fresh,63.33,Apr-2010,Proprietary
686,lg,LG Cookie Plus GS500,72.5,Apr-2010,Proprietary
687,lg,LG GD880 Mini,66.67,Apr-2010,Proprietary
688,lg,LG Remarq,61.67,Apr-2010,Proprietary
689,lg,LG Viewty GT,60.0,Apr-2010,Proprietary
690,lg,LG Imprint,70.0,Mar-2010,Proprietary
691,lg,LG Rumor Touch,75.0,Mar-2010,Proprietary
692,lg,LG Accolade VX5600,66.67,Feb-2010,Proprietary
693,meizu,Meizu Pro 6,62.25,May-2016,Android
694,meizu,Meizu m3 note,73.17,Apr-2016,Android
695,meizu,Meizu PRO 5,80.0,Oct-2015,Android
696,meizu,Meizu MX5,69.6,Jul-2015,Android
697,meizu,Meizu M2 Note,78.0,Jun-2015,Android
698,meizu,Meizu M1 Note,76.67,Jan-2015,Android
699,meizu,Meizu MX4 Pro,82.5,Dec-2014,Android
700,meizu,Meizu MX4,73.0,Sep-2014,Android
701,meizu,Meizu MX,69.67,Mar-2012,Android
702,micromax,Micromax Canvas 6,70.0,May-2016,Android
703,micromax,Micromax Canvas 5,70.0,Nov-2015,Android
704,micromax,Micromax Canvas Selfie 2,60.0,Aug-2015,Android
705,micromax,Micromax Canvas Xpress 2,80.0,Aug-2015,Android
706,micromax,Micromax Canvas Sliver 5,84.0,Jul-2015,Android
707,micromax,Micromax E471 Canvas Knight 2,70.0,Jun-2015,Android
708,micromax,Micromax Canvas Unite 3,60.0,May-2015,Android
709,micromax,Micromax Q391 Canvas Doodle 4,55.0,May-2015,Android
710,micromax,Micromax Canvas Spark,60.0,Apr-2015,Android
711,micromax,Micromax Canvas Selfie,70.0,Feb-2015,Android
712,micromax,Micromax Canvas Hue,65.0,Jan-2015,Android
713,micromax,Micromax A315 Canvas 4 Plus,70.0,Oct-2014,Android
714,micromax,Micromax A310 Canvas Nitro,75.0,Sep-2014,Android
715,micromax,Micromax Canvas A1,76.33,Sep-2014,Android
716,micromax,Micromax A106 Unite 2,70.0,May-2014,Android
717,micromax,Micromax A350 Canvas Knight,68.33,Mar-2014,Android
718,micromax,Micromax A200 Canvas Turbo Mini,70.0,Jan-2014,Android
719,micromax,Micromax A250 Canvas Turbo,65.0,Oct-2013,Android
720,micromax,Micromax A240 Canvas Doodle 2,60.0,Aug-2013,Android
721,micromax,Micromax A210 Canvas 4,65.0,Jul-2013,Android
722,micromax,Micromax A115 Canvas 3D,57.5,May-2013,Android
723,micromax,Micromax A88 Canvas Music,60.0,May-2013,Android
724,micromax,Micromax A116 Canvas HD,70.0,Feb-2013,Android
725,micromax,Micromax A35 Bolt,40.0,Feb-2013,Android
726,micromax,Micromax A27 Bolt,60.0,Jan-2013,Android
727,micromax,Micromax A110 Canvas 2,60.0,Nov-2012,Android
728,micromax,Micromax A100 Canvas,80.0,Aug-2012,Android
729,micromax,Micromax A50 Ninja,55.0,May-2012,Android
730,micromax,Micromax A75 Superfone Lite,60.0,Dec-2011,Android
731,micromax,Micromax A85,60.0,Nov-2011,Android
732,micromax,Micromax A70,75.0,Jul-2011,Android
733,micromax,Micromax Q80,70.0,Jul-2011,Proprietary
734,micromax,Micromax X450 Van Gogh,75.0,Jul-2011,Proprietary
735,micromax,Micromax A55 Bling 2,50.0,May-2011,Android
736,micromax,Micromax M2,65.0,Apr-2011,Proprietary
737,micromax,Micromax A60 Andro,60.0,Nov-2010,Android
738,micromax,Micromax Modu T,60.0,Oct-2010,Proprietary
739,microsoft,Microsoft Lumia 650,64.55,Feb-2016,Windows
740,microsoft,Microsoft Lumia 950,65.65,Dec-2015,Windows
741,microsoft,Microsoft Lumia 950 XL,71.14,Dec-2015,Windows
742,microsoft,Microsoft Lumia 550,65.5,Dec-2015,Windows
743,microsoft,Microsoft Lumia 540,60.0,May-2015,Windows
744,microsoft,Microsoft Lumia 640,79.2,Apr-2015,Windows
745,microsoft,Microsoft Lumia 640 XL,76.73,Mar-2015,Windows
746,microsoft,Microsoft Lumia 435,65.38,Mar-2015,Windows
747,microsoft,Microsoft Lumia 532,57.0,Feb-2015,Windows
748,microsoft,Microsoft Lumia 535,64.75,Dec-2014,Windows
749,microsoft,Microsoft Kin One,62.78,May-2010,Windows
750,microsoft,Microsoft Kin Two,60.0,May-2010,Windows
751,motorola,Motorola Moto Z3,72.85,Aug-2018,Android
752,motorola,Motorola Moto Z3 Play,72.47,Jun-2018,Android
753,motorola,Motorola Moto E5 plus,71.11,May-2018,Android
754,motorola,Motorola Moto G6 Plus,82.93,May-2018,Android
755,motorola,Motorola Moto G6 Play,78.27,May-2018,Android
756,motorola,Motorola Moto G6,81.29,Apr-2018,Android
757,motorola,Motorola Moto X4,76.2,Oct-2017,Android
758,motorola,Motorola Moto G5S Plus,81.69,Aug-2017,Android
759,motorola,Motorola Moto Z2 Force,77.82,Aug-2017,Android
760,motorola,Motorola Moto E4,76.9,Jun-2017,Android
761,motorola,Motorola Moto Z2 Play,80.48,Jun-2017,Android
762,motorola,Motorola Moto G5,79.95,Mar-2017,Android
763,motorola,Motorola Moto G5 Plus,84.0,Mar-2017,Android
764,motorola,Motorola Moto Z,80.52,Sep-2016,Android
765,motorola,Motorola Moto Z Force,84.46,Sep-2016,Android
766,motorola,Motorola Moto Z Play,81.7,Sep-2016,Android
767,motorola,Motorola Moto G4 Play,71.33,Aug-2016,Android
768,motorola,Motorola Moto G4,82.7,May-2016,Android
769,motorola,Motorola Moto G4 plus,78.94,May-2016,Android
770,motorola,Motorola Moto X Force,84.4,Nov-2015,Android
771,motorola,Motorola Droid Turbo 2,82.0,Oct-2015,Android
772,motorola,Motorola Droid Maxx 2,77.29,Oct-2015,Android
773,motorola,Motorola Moto X Style (X Pure),82.58,Sep-2015,Android
774,motorola,Motorola Moto X Play,82.83,Aug-2015,Android
775,motorola,Motorola Moto G 2015,84.33,Jul-2015,Android
776,motorola,Motorola Moto Turbo,80.0,Mar-2015,Android
777,motorola,Motorola Moto E 2015,79.97,Feb-2015,Android
778,motorola,Motorola Nexus 6,82.02,Nov-2014,Android
779,motorola,Motorola Droid Turbo,84.43,Oct-2014,Android
780,motorola,Motorola Moto G 2014,83.82,Sep-2014,Android
781,motorola,Motorola Moto X 2014,85.85,Sep-2014,Android
782,motorola,Motorola Moto E,76.46,May-2014,Android
783,motorola,Motorola Moto G,85.46,Nov-2013,Android
784,motorola,Motorola Droid Maxx,77.38,Aug-2013,Android
785,motorola,Motorola Droid Mini,76.17,Aug-2013,Android
786,motorola,Motorola Droid Ultra,69.7,Aug-2013,Android
787,motorola,Motorola Moto X,80.25,Aug-2013,Android
788,motorola,Motorola Droid Razr Maxx HD,78.71,Nov-2012,Android
789,motorola,Motorola Electrify M,75.0,Nov-2012,Android
790,motorola,Motorola Droid Razr HD,77.8,Oct-2012,Android
791,motorola,Motorola Razr i,83.75,Oct-2012,Android
792,motorola,Motorola Droid Razr M,79.17,Sep-2012,Android
793,motorola,Motorola Razr HD,76.93,Sep-2012,Android
794,motorola,Motorola Photon Q,70.55,Aug-2012,Android
795,motorola,Motorola Atrix HD,74.58,Jul-2012,Android
796,motorola,Motorola Electrify 2,74.67,Jul-2012,Android
797,motorola,Motorola Razr V,72.5,Jun-2012,Android
798,motorola,Motorola Razr Maxx,76.0,May-2012,Android
799,motorola,Motorola Gleam Plus,53.33,Apr-2012,Proprietary
800,motorola,Motorola Defy XT,55.0,Mar-2012,Android
801,motorola,Motorola Motoluxe,63.33,Mar-2012,Android
802,motorola,Motorola Defy Mini,55.5,Feb-2012,Android
803,motorola,Motorola Droid 4,75.07,Feb-2012,Android
804,motorola,Motorola Droid Razr Maxx,81.62,Jan-2012,Android
805,motorola,Motorola Droid Razr,79.23,Nov-2011,Android
806,motorola,Motorola Pro,55.0,Nov-2011,Android
807,motorola,Motorola Pro plus,73.75,Nov-2011,Android
808,motorola,Motorola Razr,83.06,Nov-2011,Android
809,motorola,Motorola Admiral,74.0,Oct-2011,Android
810,motorola,Motorola Atrix 2,78.6,Oct-2011,Android
811,motorola,Motorola Defy plus,70.94,Sep-2011,Android
812,motorola,Motorola Droid Bionic,80.83,Sep-2011,Android
813,motorola,Motorola Fire,50.0,Sep-2011,Android
814,motorola,Motorola Fire XT,60.0,Sep-2011,Android
815,motorola,Motorola Photon Electrify,79.64,Aug-2011,Android
816,motorola,Motorola Droid 3,70.92,Jul-2011,Android
817,motorola,Motorola Wilder,60.0,Jul-2011,Proprietary
818,motorola,Motorola i412,55.0,Jun-2011,Android
819,motorola,Motorola Titanium,55.0,Jun-2011,Android
